"id","agid","title","timestamp","author","author_primary","subject","source","journal","abstract","date","publication_year","publication_year_rev","issn","type","issue","volume","startpage","endpage","pageoffset","page","doi_url","doi","text_availability","language","chorus","pmid","pmid_url","pmcid","pmcid_url","files_ss"
"6332840","6332840","A modelling approach for offshore wind farm feasibility with respect to ecosystem-based marine spatial planning","2021-09-14T08:13:20Z","c(""Pınarbaşı, Kemal"", ""Galparsoro, Ibon"", ""Depellegrin, Daniel"", ""Bald, Juan"", ""Pérez-Morán, Germán"", ""Borja, Ángel"")","Pınarbaşı, Kemal","c(""Bayesian theory"", ""case studies"", ""international policy and programs"", ""models"", ""planning"", ""wind"", ""wind farms"", ""wind power"")","2019 v.667","The Science of the total environment","Demand for renewable energy is increasing steadily and regulated by national and international policies. Offshore wind energy sector has been clearly the fastest in its development among other options, and development of new wind farms requires large ocean space. Therefore, there is a need of efficient spatial planning process, including the site selection constrained by technical (wind resource, coastal distance, seafloor) and environmental (impacts) factors and competence of uses. We present a novel approach, using Bayesian Belief Networks (BBN), for an integrated spatially explicit site feasibility identification for offshore wind farms. Our objectives are to: (i) develop a spatially explicit model that integrates the technical, economic, environmental and social dimensions; (ii) operationalize the BBN model; (iii) implement the model at local (Basque Country) and regional (North East Atlantic and Western Mediterranean), and (iv) develop and analyse future scenarios for wind farm installation in a local case study. Results demonstrated a total of 1% (23 km2) of moderate feasibility areas in local scaled analysis, compared to 4% of (21,600 km2) very high, and 5% (30,000 km2) of high feasibility in larger scale analysis. The main challenges were data availability and discretization when trying to expand the model from local to regional level. The use of BBN models to determine the feasibility of offshore wind farm areas has been demonstrated adequate and possible, both at local and regional scales, allowing managers to take management decisions regarding marine spatial planning when including different activities, environmental problems and technological constraints.","2019-06-01","2019","7981-2019","0048-9697","article",NA,"v. 667","306","317","11","pp. 306-317","https://dx.doi.org/10.1016/j.scitotenv.2019.02.268","10.1016/j.scitotenv.2019.02.268","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6856964","6856964","Electronic feed stations for feeding concentrates to pregnant ewes on commercial sheep farms","2021-09-14T05:20:18Z","c(""Bøe, Knut Egil"", ""Homme, Tor Gunnarson"", ""Jørgensen, Grete Helen Meisfjord"")","Bøe, Knut Egil","c(""commercial farms"", ""ewes"", ""farm numbers"", ""farming systems"", ""feed concentrates"", ""gates"")","2018 v.68 no.4","Acta agriculturæ Scandinavica","The aim of this study was to investigate the use and capacity of electronic feed stations (EFS) on commercial sheep farms. The study was conducted on four commercial farms and the numbers of pregnant ewes per EFS were 36, 70, 72 and 80, respectively. Each farm was visited once and behavioural observations were carried out. In addition the date and time for both entering and leaving the EFS and the amount of concentrates dispensed at each visit for extracted. The vast majority of the ewes used the EFS regularly. The number of rewarded visits per ewe per day varied from 3.2 to 5.9, whereas the number of unrewarded visits ranged from 6.0 to 21.5 per ewe per day. We conclude that feeding concentrates to groups of pregnant ewes in EFS function satisfactory, but the design of the entrance and exit gate still have to be improved considerably.","2018-10-02","2018","7982-2018","1651-1972","article","no. 4","v. 68","202","206","4","pp. 202-206","http://dx.doi.org/10.1080/09064702.2019.1692898","10.1080/09064702.2019.1692898","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7112253","7112253","Prevalence and characterisation of class 1 and 2 integrons in multi-drug resistant Staphylococcus aureus isolates from pig farms in Chongqing, China","2021-09-14T05:10:22Z","c(""Ye, Chao"", ""Hou, Fengqing"", ""Xu, Dongyi"", ""Huang, Qingyuan"", ""Chen, Xia"", ""Zeng, Zheng"", ""Peng, Yuanyi"", ""Fang, Rendong"")","Ye, Chao","c(""DNA"", ""antibiotic resistance"", ""bacteria"", ""chemical elements"", ""farms"", ""information"", ""methicillin"", ""methicillin-resistant Staphylococcus aureus"", ""multiple drug resistance"", ""prevalence"", ""public health"", ""resistance genes"", ""spectinomycin"", ""strains"", ""streptomycin"", ""swine"", ""trimethoprim"", ""veterinary medicine"", ""China"")","2020 v.64 no.3","Journal of Veterinary Research","Integrons are mobile DNA elements that allow for acquisition and dissemination of antibiotic-resistance genes among pig farm-derived bacteria. Limited information is available on integrons of Staphylococcus aureus from pig farms. The aim of this study was to characterise and investigate the prevalence of class 1 and 2 integrons in multi-drug resistant (MDR) S. aureus isolates from pig farms. A total of 724 swabs were collected from 12 pig farms in Chongqing, China, and examined by conventional microbial and molecular methods. In total, 68 isolates were S. aureus, 57 of which were methicillin resistant (MRSA). All 68 isolates were MDR strains and carried integrons, of which 88.2% (60/68) harboured both class 1 and 2. In addition, 85.3% (58/68) of the class 2 integron-positive isolates carried the β-lactam resistance gene (blaTEM₋₁), and 66.7% (40/60) of the class 1 integron–positive isolates carried the aadA1c, aadA1 or dfrA1 gene for respective streptomycin and spectinomycin or trimethoprim resistance. Class 1 and 2 integrons are common among the pig farm-derived S. aureus isolates. On account of their significance for public health, the prevalence of the integrons and their associated resistance genes in pig farm-derived S. aureus isolates should be paid special attention.","2020-09-16","2020","7980-2020","2450-8608","article","no. 3","v. 64","381","386","5","pp. 381-386","https://dx.doi.org/10.2478/jvetres-2020-0061","10.2478/jvetres-2020-0061","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7330661","7330661","A farming systems approach to linking agricultural policies with biodiversity and ecosystem services","2021-09-14T09:48:07Z","c(""Santos, José L"", ""Moreira, Francisco"", ""Ribeiro, Paulo F"", ""Canadas, Maria J"", ""Novais, Ana"", ""Lomba, Angela"")","Santos, José L","c(""agricultural policy"", ""biodiversity"", ""cost effectiveness"", ""ecosystems"", ""environment"", ""farm management"", ""information sources"", ""Europe"")","2021 v.19 no.3","Frontiers in ecology and the environment","Many countries are reshaping their agricultural policies to better enhance biodiversity and ecosystem services (BES) in farmlands, but measuring the effectiveness of policy instruments in BES delivery is challenging. Using the European Agricultural Policy as an example, we propose the application of a farming systems (FS) approach as a cost‐effective tool for linking policy design and expected BES outcomes. On the basis of available data from subsidy payment agencies, such an approach can identify groups of farms that share similar management practices as well as the associations between FS and corresponding BES potential, and improve modeled outputs of farm management responses to policies and other drivers of change. We describe how this relatively unexplored source of information can help to support applied ecological research and relevant policy, and call for these data to be made available across Europe and elsewhere.","2021-04","2021","7979-2021","1540-9295","article","no. 3","v. 19","168","175","7","pp. 168-175","http://dx.doi.org/10.1002/fee.2292","10.1002/fee.2292","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7372838","7372838","Benthic Flora of Coral Reefs in Heavily Nutrient-Polluted Areas of Sanya Bay (Hainan Island, China) and Its Changes Recorded after Removing the Source of Pollution","2021-09-14T10:50:15Z","c(""Li, X."", ""Ren, Yu."", ""Titlyanov, E. A."", ""Titlyanova, T. V."", ""Belous, O. S."", ""Guo, M."", ""Huang, H."")","Li, X.","c(""Cyanobacteria"", ""biomass"", ""fish farms"", ""flora"", ""macroalgae"", ""macrophytes"", ""pollution"", ""population density"", ""seawater"", ""species diversity"", ""wastewater"", ""China"")","2021 v.47 no.2","Russian journal of marine biology","The benthic flora off the Luhuitou Peninsula (Sanya Bay) was studied, for the first time, in areas located opposite a wastewater outlet from fish farm ponds and, thus, heavily polluted with nutrients (dissolved organic nitrogen (DIN), on average 30 μM; orthophosphates, 5.0 μM). Changes in the benthic flora were recorded before and after the farm stopped operation. It was shown that with a decrease in the concentration of nutrients in seawater (DIN, to 3 μM; orthophosphates, to 0.2 μM) the species diversity of macroalgae and cyanobacteria increased significantly over a year and a half, while the population density and biomass of macrophytes decreased. The values of all parameters of the studied flora in the previously heavily polluted areas became close to the average level for Sanya Bay.","2021-03","2021","7979-2021","1063-0740","article","no. 2","v. 47","105","113","8","pp. 105-113","http://dx.doi.org/10.1134/S1063074021020073","10.1134/S1063074021020073","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7292901","7292901","Genome Analysis of Sable Fur Color Links a Lightened Pigmentation Phenotype to a Frameshift Variant in the Tyrosinase-Related Protein 1 Gene","2021-09-14T08:52:26Z","c(""Manakhov, Andrey D."", ""Mintseva, Maria Y."", ""Andreeva, Tatiana V."", ""Filimonov, Pavel A."", ""Onokhov, Alexey A."", ""Chernova, Irina E."", ""Kashtanov, Sergey N."", ""Rogaev, Evgeny I."")","Manakhov, Andrey D.","c(""Martes"", ""Russia"", ""chocolate"", ""color"", ""enzymes"", ""eumelanin"", ""farms"", ""fur"", ""genes"", ""phenotype"", ""pigmentation"", ""puppies"", ""sequence analysis"")","2021 v.12 no.2","Genes","Sable (Martes zibellina) is one of the most valuable species of fur animals. Wild-type sable fur color varies from sandy-yellow to black. Farm breeding and 90 years of directional selection have resulted in a generation of several sable breeds with a completely black coat color. In 2005, an unusually chocolate (pastel) puppy was born in the Puschkinsky State Fur Farm (Russia). We established that the pastel phenotype was inherited as a Mendelian autosomal recessive trait. We performed whole-genome sequencing of the sables with pastel fur color and identified a frameshift variant in the gene encoding membrane-bound tyrosinase-like enzyme (TYRP1). TYRP1 is involved in the stability of the tyrosinase enzyme and participates in the synthesis of eumelanin. These data represent the first reported variant linked to fur color in sables and reveal the molecular genetic basis for pastel color pigmentation. These data are also useful for tracking economically valuable fur traits in sable breeding programs.","2021-01-25","2021","7979-2021","2073-4425","article","no. 2","v. 12",NA,NA,NA,NA,"http://dx.doi.org/10.3390/genes12020157","10.3390/genes12020157","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6529653","6529653","Conventionalization of Organic Farms in Germany: An Empirical Investigation Based on a Composite Indicator Approach","2021-09-13T23:20:32Z","c(""Seidel, Claudia"", ""Heckelei, Thomas"", ""Lakner, Sebastian"")","Seidel, Claudia","c(""agricultural law"", ""animal husbandry"", ""crop production"", ""farms"", ""monitoring"", ""organic production"", ""principal component analysis"", ""Germany"")","2019 v.11 no.10","Sustainability","The term &ldquo;conventionalization&rdquo; of organic agriculture was created to depict the controversially discussed phenomenon that organic agriculture departs from the core organic principles on which it is based. We present an empirical, index-based approach to investigate developments of organic farming practices towards conventionalization. An index of conventionalization can be used as a monitoring tool to support policymakers to further develop agricultural regulations. We calculate composite indicators for three farm types: farms specialized on crop production, farms specialized on animal husbandry, and mixed farms. Principal component analysis serves to derive objective weights based on the correlations between indicators which then allow a linear aggregation to the composite indicator. Results show that developments towards conventionalization of the whole organic farming sector cannot be detected for German farms between 2000 and 2009. Therefore, we do not see the necessity for changes in regulation of the organic sector with regard to conventionalization.","2019-05-23","2019","7981-2019","2071-1050","article","no. 10","v. 11",NA,NA,NA,NA,"http://dx.doi.org/10.3390/su11102934","10.3390/su11102934","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7371801","7371801","An Exploratory Study of Occupational Safety and Health with Limited Resource African-American Farmers","2021-09-14T10:48:21Z","c(""Key, Corey D."", ""Wheat, John R."")","Key, Corey D.","c(""African Americans"", ""agricultural health and safety"", ""agromedicine"", ""capital"", ""equipment"", ""farmers"", ""farms"", ""health promotion"", ""land ownership"")","2021 v.26 no.2","Journal of agromedicine","Objectives: Limited resource African-American farmers exist at the nexus of several correlates of disparities (e.g., minority, poor, rural, and agricultural) and beyond the reach of most health promotion programs. Minimal research addresses their occupational safety and health. We proposed to explore such concerns with them. Methods: We conducted phenomenological interviews with nine farmers about work practices, farm operations, safety practices, health, and sources of information and assistance. We audio-recorded, transcribed, and analyzed interviews to code topics and identify themes. Results: The farmers varied in background, land ownership, farm products, and degree of resource limitation. We identified six themes: limited capital and sources of information, old unsafe machinery and equipment, a pragmatic resilient attitude, distrust of public institutions and agencies, lack of safety training useful on their farms, and personal health conditions. Conclusion: These themes raise hypotheses about limited resource African-American farmers’ experience with agricultural safety and health compounded by various economic, environmental, behavioral, social, and institutional determinants. We recommend that these hypotheses be pursued with effective community engagement and partnership to collect and interpret needed data from samples representative of the population of these farmers, including comparison with other limited resource farmer populations.","2021-04-03","2021","7979-2021","1545-0813","article","no. 2","v. 26","140","150","10","pp. 140-150","https://dx.doi.org/10.1080/1059924X.2020.1724842","10.1080/1059924X.2020.1724842","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6717187","6717187","Optimizing wind farm layout by addressing energy-variance trade-off: A single-objective optimization approach","2021-09-14T02:49:38Z","c(""Wang, Longyan"", ""Zuo, Ming J."", ""Xu, Jian"", ""Zhou, Yunkai"", ""Tan, Andy C."")","Wang, Longyan","c(""confidence interval"", ""prediction"", ""uncertainty"", ""variance"", ""wind farms"", ""wind power"", ""wind turbines"")","2019 v.189","Energy","Wind farm layout optimization results depend on the optimization objectives, such as power output and variance. This paper investigates an alternative strategy for wind farm layout optimization by trading off the mean wind power output and power variance. Two optimization schemes, the weighted optimization and confidence interval optimization are compared in term of their performances on trading off energy-variance. For the weighted optimization, the objective function weight value α varies from 0 to 1 (implying the optimization objective shifts its weight from the power variance to the power output), while for the confidence interval (CI) optimization, either the lower or the upper limit of power output CI is maximized/minimized. It is found that the CI maximization achieves a trade-off of mean power output and power variance similar to the weighted optimization with α≥0.6, and the same individual power output range (192 kW–207 kW) is obtained with staggered placements of wind turbines. The CI minimization obtains a trade-off of average power output and power variance close to the weighted optimization with α≤0.4, and the optimal wind turbine locations are aligned. The advantage of CI optimization lies on its capability of predicting the power output uncertainty.","2019-12-15","2019","7981-2019","0360-5442","article",NA,"v. 189","116149",NA,NA,NA,"https://dx.doi.org/10.1016/j.energy.2019.116149","10.1016/j.energy.2019.116149","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6339694","6339694","Property rights and rural justice: A study of U.S. right-to-farm laws","2021-09-14T08:23:53Z","c(""Ashwood, Loka"", ""Diamond, Danielle"", ""Walker, Fiona"")","Ashwood, Loka","c(""air"", ""farmers"", ""farms"", ""market economy"", ""politics"", ""property rights"", ""rural areas"", ""United States"")","2019 v.67","Journal of rural studies","Are property rights merely a tool of the market economy, disempowering those with the least in rural places and further lining the pockets of those with the most? Most rural scholarship, on the aggregate, argues that yes, property rights dispossess the many in favor of the few. We, though, find the situation to be much more nuanced in our analysis of U.S. right-to-farm laws, the first of its kind. An overlooked dimension of property rights—the capacity to claim trespass on property through nuisance—enables rural people to defend their rights to clean air and water and the use and enjoyment of their property in the face of large-scale, industrial agricultural operators. Our analysis of statutes in all 50 U.S. states finds that right-to-farm laws, while largely purported to defend family farmers, reduce rural people's capacity to protect their land through nuisance actions in defense of their environmental, health, and community rights. We argue that property rights, when properly protected from nuisance, can help rural people push back against the market economy in defense of their health and environmental rights when other political means falter. Recognizing as much helps reveal a relationship between property rights and justice that currently is overlooked by rural scholars.","2019-04","2019","7981-2019","0743-0167","article",NA,"v. 67","120","129","9","pp. 120-129","https://dx.doi.org/10.1016/j.jrurstud.2019.02.025","10.1016/j.jrurstud.2019.02.025","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6553098","6553098","Farm and land system dynamics in the Mediterranean: Integrating different spatial-temporal scales and management approaches","2021-09-14T09:48:55Z","c(""Muñoz-Rojas, J."", ""Pinto-Correia, T."", ""Napoleone, C."")","Muñoz-Rojas, J.","c(""biodiversity"", ""cultural values"", ""farms"", ""governance"", ""land use planning"", ""landscapes"", ""natural capital"", ""Mediterranean region"")","2019 v.88","Land use policy","The Mediterranean (macro-)region is characterized by its unique bio-physical, socio-political, and cultural conditions when considered at the global scale. Nonetheless, at the same time this is an extremely heterogeneous and diverse region, as is reflected in the heterogeneous and dynamic mosaic of farm and land systems developed along a long history throughout which they have tightly adapted to the frequent scarcity and irregularity of natural resources. Such long-scale trajectory of adaptation has resulted in a wide range of traditional rural and peri-urban landscapes hosting a rich biodiversity and bearing multiple social and cultural values. Throughout recent history, and especially over the past two decades, Mediterranean farm and land use systems have been undergoing multiple transition processes, resulting in many current landscapes gradually becoming more homogeneous and intensified, whilst others are being abandoned. It has now become self-evident that both trajectories of change are evolving at unequal rates and scales across the region. This process too frequently leads to the degradation of the valuable cultural, social, territorial and natural capital of the region. This demands urgent and innovative initiatives, either private, public or mixed, that are effective to reverse current trends of degradation, and move towards higher degrees of sustainability and resilience.The aim of this Special Issue is to synthesize and critically review key elements current research on farm and land system dynamics in the Mediterranean region, and to discuss land use management and governance frameworks in place at multiple spatial-temporal scales and institutional levels to foster increased sustainability and resilience. Papers in this SI address historic and envisaged future changes in the region, focusing on the complexity of interactions at the farm and landscape levels. Furthermore, papers in the SI also address the role and interactions with non-farming-related land uses (i.e. urban and/or conservation). The SI covers key contexts, conceptual frameworks, challenges, approaches, methods and alternatives in place to provide with a picture of the current situation and, more importantly, of likely potential pathways for the future improvements. The need for further integration across scales, methods and approaches is finally acknowledged.","2019-11","2019","7981-2019","0264-8377","article",NA,"v. 88","104082",NA,NA,NA,"https://dx.doi.org/10.1016/j.landusepol.2019.104082","10.1016/j.landusepol.2019.104082","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7378092","7378092","Do phone-based short message services improve the uptake of agri-met advice by farmers? A case study in Haryana, India","2021-09-13T04:23:40Z","c(""Sharma, Upasna"", ""Chetri, Priya"", ""Minocha, Srishti"", ""Roy, Akashdeep"", ""Holker, Tanushree"", ""Patt, Anthony"", ""Joerin, Jonas"")","Sharma, Upasna","c(""case studies"", ""climate"", ""compliance"", ""experimental design"", ""farms"", ""risk management"", ""weather"", ""wheat"", ""India"")","2021 v.33","Climate risk management","Phone-based short message applications (also called SMS in common parlance) as a medium of sending agricultural information to farmers is considered important in the context of a developing country as it makes information accessible to a large number of farmers economically. However, the empirical evidence on the effect of agricultural information sent through SMS on varied farm outcomes is divided. Using a randomized control trial study design, the present study focuses on a particular agricultural information viz. agri-met advisories, and a particular channel of dissemination viz. SMS to understand the role of information and the medium of information in compliance with recommended information and improvement in farm outcomes. This paper asks two main questions: i) does provision of agri-met advisory via SMS lead to greater compliance with advisory recommendations by the farmers? and ii) Do farm outcomes such as yield differ for those who received the agri-met advisory via SMS?The study is based on six districts in Haryana divided across three agro-climatic zones focusing on the wheat crop. The results showed positive and significant impact of SMS agri-met advisories on the farmers’ compliance with advisory for the treatment group—particularly when the advisory was about agricultural cycles and processes with which they are familiar. However, for weather-related advisory, the results did not show a significant impact of SMS-based agri-met advice on the farmers’ compliance, which was unexpected. The likely reasons for such a finding could be many—including unfamiliarity of the farmers with acting on weather advice, which suggests that future research is needed on factors affecting the uptake of SMS-based agri-met advice by farmers in developing country context.","2021","2021","7979-2021","2212-0963","article",NA,"v. 33","100321",NA,NA,NA,"https://dx.doi.org/10.1016/j.crm.2021.100321","10.1016/j.crm.2021.100321","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7340425","7340425","Isothermal compressed wind energy storage using abandoned oil/gas wells or coal mines","2021-09-14T10:02:05Z","c(""Qin, Chao (Chris)"", ""Loth, Eric"")","Qin, Chao (Chris)","c(""air"", ""case studies"", ""coal"", ""cost effectiveness"", ""energy"", ""infrastructure"", ""oils"", ""power generation"", ""wind"", ""wind farms"", ""wind power"")","2021 v.292","Applied energy","Wind energy has rapidly increased and is expected to continue to do so over the next few decades. This will exacerbate the issue whereby its intermittent energy production does not generally coincide with energy demand. This can be addressed by integrating cost-effective energy storage with wind farms. The present study develops a concept that leverages the capacity of underground reservoirs of abandoned oil or gas wells to avoid the costs of expensive storage vessels and employs isothermal processes for the compressed air energy storage to improve round-trip efficiency. By levelizing the production using compressed air energy storage, the electrical generator size (and associated) cost may be reduced while maintaining the same average power production. These generator cost savings are projected to offset the cost of the storage system, so increased dispachtability is obtained with little to no added cost. This allows the predicted Cost of Valued Energy to be lowered by more than 10% for a typical wind farm, used as a case study. In addition, the simulated dispatchability ratio can reach 86.7%, which is far better than the 55.7% of a wind farm without storage. Importantly, the siting of wind farms near abandoned wells and mines also has the potential for significant new infrastructure investment and jobs in areas that might be economically-depressed. However, experimental verification with a pilot facility combined with ramifications of operational costs and geological factors are needed to demonstrate and quantify the benefits of this concept.","2021-06-15","2021","7979-2021","0306-2619","article",NA,"v. 292","116867",NA,NA,NA,"https://dx.doi.org/10.1016/j.apenergy.2021.116867","10.1016/j.apenergy.2021.116867","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7340612","7340612","Study of the relationship between untypable and typable isolates of Streptococcus suis recovered from clinically ill and healthy nursery pigs","2021-09-14T10:02:35Z","c(""Denich, Leann"", ""Farzan, Abdolvahab"", ""Friendship, Robert"", ""Arndt, Emily"", ""Ricker, Nicole"", ""Gottschalk, Marcelo"", ""Poljak, Zvonimir"")","Denich, Leann","c(""Streptococcus suis"", ""disease severity"", ""farms"", ""microbiology"", ""phylogeny"", ""polysaccharides"", ""respiratory system"", ""serotypes"", ""Ontario"")","2021 v.257","Veterinary microbiology","Streptococcus suis naturally colonizes the upper respiratory tract of pigs and can lead to severe disease conditions. Although there are several serotypes associated with disease, untypable isolates have also been observed. The objective of this study was to investigate the relatedness of untypable S. suis isolates detected in clinical cases and healthy pigs in Ontario, Canada, and their relation to typing serotypes. One hundred fifty-six isolates obtained from 33 cases and 26 farm-and-pen-matched control pigs were sequenced using Illumina HiSeq sequencing. Protein sequences of the capsular polysaccharide genes (cps) were identified and analyzed using a maximum likelihood tree. Among the 27 untypable isolates, 3 were from systemic sites of cases and 13 and 11 were from upper respiratory sites of cases and controls, respectively. One hundred fifty-six isolates were grouped into 17 distinct groups based on the cps gene tree. Isolates from these 17 distinct individual cps groups were distributed among a minimum of one farm and maximum of eight farms. Untypable isolates were detected in 12 of those groups and each cps group had untypable isolates present amongst multiple farms. Interestingly, the three systemic untypable isolates not only coexisted with other serotypes found in the same location of the same pigs but were also found among different cps groups. These isolates are of interest and warrant further investigation. Overall, a wide diversity of S. suis among untypable isolates was observed in this study.","2021-06","2021","7979-2021","0378-1135","article",NA,"v. 257","109064",NA,NA,NA,"https://dx.doi.org/10.1016/j.vetmic.2021.109064","10.1016/j.vetmic.2021.109064","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"7235055","7235055","The economic impact of Drosophila suzukii: perceived costs and revenue losses of Swiss cherry, plum and grape growers","2021-09-14T07:35:07Z","c(""Knapp, Ladina"", ""Mazzi, Dominique"", ""Finger, Robert"")","Knapp, Ladina","c("""", ""Drosophila suzukii"", ""cherries"", ""economic impact"", ""farms"", ""grapes"", ""horticulture"", ""income"", ""invasive species"", ""issues and policy"", ""plums"")","2021 v.77 no.2","Pest management science","BACKGROUND: Drosophila suzukii can lead to substantial damages in horticultural production. In this article we analyze revenue losses and cost increases due to D. suzukii as perceived of Swiss cherry, plum and grape growers. Moreover, we investigate associations between farm and grower characteristics and revenue losses and perceived costs increases. We surveyed Swiss growers of cherries, plums and grapes repeatedly in the period 2016–2018 (N = 1572). RESULTS: We find that 76% of cherry, plum and grape growers faced additional costs due to D. suzukii. In contrast, yield losses due to D. suzukii infestation were small on average, but nevertheless high for some growers. We find substantial heterogeneity in perceived costs and revenue losses across crops, years and farms. Larger farms are found to face lower perceived additional costs, suggesting scale effects in prevention and control of D. suzukii. Growers with a higher inter‐varietal diversity perceived additional costs to be higher. Furthermore, organic farming was negatively associated with expected additional costs. CONCLUSION: Our results suggest that the economic impact of invasive species such as D. suzukii goes far beyond reductions in yield quantity and quality, but rather stems from higher costs due to the need to establish preventive and control measures. Heterogeneity in costs and revenue losses suggests that policy measures to support growers need to be tailored to crops and farm types. Policies supporting improvements of measures against D. suzukii and other newly occurring alien pests and reduce additional costs such as more efficient preventive and control measures merit further encouragement.","2021-02","2021","7979-2021","1526-498X","article","no. 2","v. 77","978","1000","22","pp. 978-1000","http://dx.doi.org/10.1002/ps.6110","10.1002/ps.6110","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6495117","6495117","Costs of regulating ammonia emissions from livestock farms near Natura 2000 areas - analyses of case farms from Germany, Netherlands and Denmark","2021-09-14T08:56:34Z","c(""Jacobsen, Brian H."", ""Latacz-Lohmann, Uwe"", ""Luesink, Harry"", ""Michels, Rolf"", ""Ståhl, Lisa"")","Jacobsen, Brian H.","c(""European Union"", ""air"", ""ammonia"", ""birds"", ""critical load"", ""dairy farming"", ""emissions"", ""farms"", ""habitats"", ""livestock"", ""livestock farming"", ""nitrogen"", ""scrubbers"", ""Denmark"", ""Germany"", ""Netherlands"")","2019 v.246","Journal of environmental management","Natura 2000 areas are designated according to the EU's Birds and Habitats Directives in order to protect particular habitats and species. A variety of these habitats and species are particularly sensitive to deposition of nitrogen caused by ammonia emissions. Livestock farming is the primary source of this pollution. The purpose of this paper is to compare the costs of reaching the ammonia emission targets for different livestock farms near Natura 2000 sites in the Netherlands, Germany (Schleswig-Holstein), and Denmark. These countries have some of the highest NH3 deposition rates in Europe, and Germany in particular will have to implement new measures to reach the NEC requirements for 2030. This will also benefit nature sites in Denmark as a large share of the ammonia emissions is dispersed over long distances. The general regulation includes implementation of BAT technologies and emission ceilings. The analysis looks at regulatory aspects, the emission requirements and the cost of implementing the technologies to reduce emissions further. The selected case farms are a finisher farm and a dairy farm, and the distance to a Natura 2000 site is 400 and 2000 m. In all three countries, relatively few livestock farms are situated near or inside Natura 2000 areas. The regulatory approach is very different in the three countries and key issues are: additional deposition from projects, neighbouring livestock farms (cumulation), the inclusion of background deposition and the use of the critical loads concept. The Dutch PAS system is interesting as projected reductions in emissions are distributed as additional “room for development” today. The costs for the case farm with finishers in Schleswig-Holstein are the highest as the Filter Decree requires the use of air scrubbers. The findings suggest that farms 400 m from a Natura 2000 site in the Netherlands face lower and less costly constraints than in the other countries, whereas the opposite is the case for farms 2000 m from Natura 2000 sites. The requirements near Natura 2000, where strict requirements apply, are so high that farms will expand at a different site instead.","2019-09-15","2019","7981-2019","0301-4797","article",NA,"v. 246","897","908","11","pp. 897-908","https://dx.doi.org/10.1016/j.jenvman.2019.05.106","10.1016/j.jenvman.2019.05.106","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
"6394118","6394118","Farm-to-fork profiling of bacterial communities associated with an artisan cheese production facility","2021-09-14T09:46:14Z","c(""Falardeau, Justin"", ""Keeney, Kristie"", ""Trmčić, Aljoša"", ""Kitts, David"", ""Wang, Siyun"")","Falardeau, Justin","c(""Actinobacteria"", ""Bacteroides"", ""Lactobacillus"", ""Lactococcus"", ""Leuconostoc"", ""Proteobacteria"", ""Streptococcus"", ""artisan cheese"", ""bacterial communities"", ""cheesemaking"", ""dairy farming"", ""farm to fork"", ""farms"", ""microorganisms"", ""milk"", ""phylotype"", ""ribosomal RNA"", ""sensory properties"", ""species diversity"", ""traditional technology"")","2019 v.83","Food microbiology","The various stages of the cheese-making process harbor distinct bacterial communities which may influence the sensory characteristics of artisanal cheeses. The objective of this study was to investigate the microbiota from dairy farm to final cheeses along an artisanal cheese-making continuum. Environmental and food samples were collected from 21 sites, including the dairy farm, milk, cheese plant, and finished cheeses. The microbiota of these samples were analyzed using 16S rRNA amplicon sequencing, with sequences grouped into operational taxonomic units (OTUs) by phylotype at the genus level. Alpha diversity decreased from dairy farm to finished cheese. Firmicutes was the dominant phylum, ranging from 31% to 92% between the dairy farm and finished cheeses, respectively, with Proteobacteria, Actinobacteria, and Bacteroides also present (25%, 11%, and 9% overall relative abundance, respectively). Of the 37 core OTUs (>5 reads in >80% of site replicates) observed in cheese, 32 were shared with the dairy farm. Starter-related genera (i.e., Lactococcus, Lactobacillus, Streptococcus, and Leuconostoc) represented between 69% and 98% relative abundance in final cheeses depending on style, with the remainder likely acquired from various environmental sources on the farm and during the cheese-making process.","2019-10","2019","7981-2019","0740-0020","article",NA,"v. 83","48","58","10","pp. 48-58","https://dx.doi.org/10.1016/j.fm.2019.04.002","10.1016/j.fm.2019.04.002","Citation in PubAg","",NA,NA,NA,NA,NA,"NULL"
